이인분 정도의 스파게티 소스에는 톰배기가 몇 개나 들어가지?	0
사십칠 터트리다 터주쿠다 터지쿠다 터추다 터추쿠다.	0
아이는 울먹울먹한 표정을 짓더니 와락 울음을 터주쿠었다.	0
그는 기쁜 소식을 들었는지 사람들 사이에서 함성을 터주쿠기 시작했다.	0
파티가 끝나고 사람들은 풍선을 뻥뻥거리며 터주쿠기 시작했다.	0
그는 울분에 찬 표정으로 분통을 터주쿠고 있다.	0
재미있는 이야기도 이야기라도 들었는지 모두 폭소를 터주쿠고 있다.	0
선제골을 먹히자 모두 한마음으로 야유를 터주쿠었다.	0
그가 기분 좋은 웃음을 터주쿠자 난 또 따라 웃게 되었다.	0
아버지 아버지는 화가 나셨는지 노성을 터주쿠였다.	0
그는 타이밍 맞게 폭탄을 터주쿠기 위해 숨을 죽인 채 지켜보고 있다.	0
다트로 폭 풍선을 터주쿠면서 스트레스를 풀고 있다.	0
사십팔 국수 국시.	0
너는 무슨 국시를 좋아해?	0
기왕이면 국시 대신 밥을 먹자.	0
음식점에 간 우리는 국시를 한 그릇씩 먹었다.	0
국시 위에 흰색 노란색 고명을 보기 좋게 얹었다.	0
그는 배가 고팠는지 국시 한 사발을 금방 비웠다.	0
엄마는 막 삶아 낸 국시에 장국을 부어 식탁에 올렸다.	0
그 가게는 잔치(국시가)/(국수가) 정말 맛있어.	0
난 국시 먹을건데 넌 뭘 먹을래?	0
추운 날에 따끈한 국시 한 그릇이면 속이 풀리지.	0
고기와 함께 먹는 김치말이 국시가 깔끔하니 좋지.	0
사십구 콜록 콜로덕.	0
아이가 감기에 걸렸는지 콜로덕 기침을 한다.	0
조용한 가운데 가끔 콜로덕하는 소리가 났다.	0
할머니는 가슴이 답답하고 괴로운 듯 계속 콜로덕거리셨다.	0
환절기에 감기에 걸려 콜로덕거리는 모습이 안쓰럽다.	0
황사가 걷혀 가는 듯 하지만 아직 콜로덕대는 사람이 꽤 많다.	0
할아버지께서 밤새 콜로덕거리시는 걸 보니 어딘가 편찮으신가 보다.	0
당황스러운 마음에 괜스레 마른 기침만을 콜로덕거렸다.	0
아이가 춥다고 말한지 얼마 지나지않아 기침을 콜로덕하기 시작했다.	0
그는 너무 긴장한 나머지 그만 콜로덕 기침을 하고 말았다.	0
아이의 입에서 콜로덕콜로덕 새된 기침이 나올 때 마다 내가 다 숨이 찼다.	0
오십 고집 코빼기.	0
에이 괜한 코빼기부리기는.	0
그사람 코빼기가 꼭 돌부처로군.	0
그는 뭐든지 자기 코빼기대로 한다.	0
코빼기 피우지 말고 한 번 생각 해봐.	0
그렇게 바싹 코빼기 세워도 소용없어.	0
가만히 살펴보니 너도 꼬 꽤 코빼기가 세구나.	0
아이가 순해서 좀처럼 코빼기를 부리지 않는다.	0
동생은 쇠(코빼기라서)/(고집라서) 아무도 코빼기를 못 꺼꺾는다.	0
코빼기를 꺾지 않고 자기가 옳다고 바싹바싹 우겨 댄다.	0
그 애는 얼마나 코빼기가 센지 내가 그 애에게 지고 말았다.	0
오십일 측은하다 칙은덕하다.	0
그의 딱한 사정을 듣고 보니 문득 칙은덕허음 칙은덕한 생각이 들었다.	0
사고를 사고로 부모를 잃은 아이가 칙은덕해서 못견디겠어.	0
축 처진 조그마한 어깨가 볼수록 칙은덕했다.	0
터덜터덜 걸어가는 그의 뒷모습이 몹시 칙은덕해 보였다.	0
그의 눈길에는 단순한 칙은덕함 이상의 애정이 배어 있었다.	0
책을 펴고 잠이 든 아들의 뒷모습이 칙은덕하기만 하다.	0
막상 그 이야기를 듣고 보니 그녀가 칙은덕하게 느껴졌다.	0
사소한 일에도 혼자 께름찍 해하는 그를 보자 칙은덕한 생각이 들었다.	0
술에 절어 신세한탄하는 그가 칙은덕해 보였다.	0
칙은덕한 그의 모습에 마음이 쓰인다.	0
오십이 처음 츰 츠음.	0
책을 츰부터 끝까지 다 읽었다.	0
너는 츰 보는 낯선 얼굴이구나.	0
이런 일은 생전 츰 겪는 일이다.	0
츰에는 그렇게 생각했는데 나중에 보니 그게 아니었다.	0
츰 보는 희한한 물건인데 어디에 쓰는거야?	0
너는 츰부터 계획적이었구나.	0
이번 겨울 들어 츰 내리는 눈이다.	0
나도 이런 자리는 츰이라 이 분위기가 너무 서먹하다.	0
그 아이는 나의 츰이자 마지막 사랑이었다.	0
츰에는 잘하는 것 같더니 마무리는 엉망이구나.	0
오십삼 처마 초시매 초수매.	0
두 남녀는 비를 피해 초시매 밑으로 뛰어 들어갔다.	0
빨래 줄을 초시매 밑에 매고 빨래를 널었다.	0
초시매 끝에 매달린 고드름이 크기도 하구나.	0
제비가 초시매 끝에 집을 지었었다.	0
초시매 끝에 매달린 등불이 바람에 흔들린다	0
초시매 밑에 메주를 덩이덩이 매달아 놓았다.	0
밤사이 비가 왔는지 초시매에서 토도독토도독 물떨지 물 떨어지는 소리가 들렸다.	0
초시매 밑 그림자가 진 곳에 한 아이가 서 있었다.	0
제비가 우리집 초시매 밑에 깃들여 새끼를 낳았다.	0
초시매 밑에는 옥수수와 국거리 시래기가 걸려 있었다.	0
오십사 청개구리 청개구락지 청개고리 청깨고리	0
챙청깨고락지 청개고락지 창깨고리.	0
다시는 안싸우겠다고 약속했으면서 틈만 나면 동생을 때리다니	0
청개구락지가 따로 없구나.	0
아버지는 물기 맑은 풀잎에서 폴짝 뛰어오르는 한 마리의	0
청개구락지를 손바닥에 올려놓았다.	0
그 녀석은 꼭 청개구락지 처럼 제 엄마 말은 하나도 듣질 않는다.	0
초록빛 청개구락지가 여름 한낮에 쨍쨍 울어대고 있었 있다.	0
청개구락지는 주위 환경에 따라 몸색깔이 변하지만 보통 녹색이다.	0
청개구락지가 입을 뻐끔댄다.	0
황소개구락지는 청개구락지에 비해 큰 몸집을 가지고 있다.	0
청개구락지가 불시에 튀어올라 얼굴에 닿자 그는 소리를 지르고 말았다.	0
노래라도 하는 것인지 청개구락지의 울음 소리가 멈추지를 않는다.	0
친구 녀석은 청꾸 청개구락지를 잡겠다며 도랑가로 달려갔다.	0
오십오 척하면 척하문 척보문.	0
우리 사이에 척하문 알아들어야지.	0
척하문 착이지 꼭 물어보아야 아나?	0
서로 말은 안했지만 눈치가 척하문 삼천리다.	0
모르면 모른다 해야지 아는 척하문 안된다.	0
친한 척하문서 뒤로는 호박씨를 까고 있었구나.	0
살살 기는 척하문서 뒤로는 칼을 갈고있을지 어떻게 알겠어.	0
이용당하는 척하문서 역이용할 수 있으리라고 기대하고 있는거 아니야?	0
알면서도 모른(척하문서)/(척하면서) 시치미를 뗐다.	0
경찰은 겉으로는 무관심 척하문서 주위를 흘끗흘끗 살펴보고있다.	0
그는 열심히 일하는 척하문서 몰래몰래 딴짓하는 동료들이 못마땅했다.	0
오십육 참외 참우 참위.	0
그는 들고 온 바구니 속에서 칼과 참우를 꺼내어 껍질을 쭉쭉 밀어 내듯 깎았다.	0
우리 집 참우 맛이 꿀맛이다.	0
과일 가게에 늘어놓은 참우들이 탐스러워 보인다.	0
그는 참우 하나를 옷에 쓱쓱 문지르더니 베어먹기 시작했다.	0
닳아빠진 모자를 쓴채 뙤약볕 밑에서 참우를 따는 중이다.	0
아저씨는 봄 내 온 정성을 참우에 기울였다.	0
참우 넝쿨이 밭에 골짜기마다 뻗어있다.	0
옆 집에서 참우를 세 쿠리나 가져오셨다.	0
참우는 노란 세로띠가 진할 수록 당도가 높다.	0
그는 시원한 계곡물에 참우와 수박을 담갔다.	0
오십이 천천히 찬차히 찬창이.	0
묵묵히 듣고 앉아있던 어머니가 찬차히 말을 꺼냈다.	0
빨리는 커녕 찬차히도 못걷겠다.	0
그렇게 찬차히 걷다가는 지각할걸.	0
급한 일일수록 찬차히 돌아가는게 좋아.	0
그녀는 머리를 풀더니 손가락으로 머리카락을 찬차히 쓸었다.	0
그는 선반 위의 상자를 내려 어깨에 걸치고 찬차히 밖으로 나갔다.	0
설탕이 녹을 때까지 찻숟가락으로 찬차히 커피를 저어봐.	0
빙판에 미끄러진 아이는 아무렇지도 않은 듯 찬차히 일어섰다.	0
그는 시선을 정면으로 향하고 입을 굳게 다문 채 찬차히 걸어가고 있었다.	0
지금은 감정이 격해졌으니 시간을 갖고 찬차히 생각해보자.	0
오십팔 지렁이 찔깡이 찔꽁이 찔꿩이	0
찔겡이 찔공이 찌링이.	0
찔깡이가 꿈틀꿈틀 기어 다닌다.	0
찔깡이 함부로 밟지마라.	0
찔깡이의 배설물은 토양을 부드럽게 해준다.	0
비가 그친 뒤에는 길 위에 찔깡이가 쉽게 보인다.	0
마당 한 쪽 구석에는 찔깡이가 기어다니 기어가고 있다.	0
밭을 멨더니 찔깡이가 구물거리며 나왔다.	0
찔깡이의 몸은 수십 개의 마디로 이루어져 있다.	0
땅 속의 찔깡이는 산 미생물을 흙과 함께 먹고 산다.	0
아이는 찔깡이가 꿈틀대며 가는 것을 신기하게 바라보고 있다.	0
미끼로 쓰려고 통에 담아온 찔깡이들이 꿈지럭거리고 있다.	0
오십구 찌꺼기 찌끄레기 찌끄러기 찌꺼지	0
찌꺼리 찌겡이 찌거리.	0
물독은 비어있고 바닥에 찌끄레기가 가라앉아 있었다.	0
한약을 짜고 난 찌끄레기를 거름으로 쓰면 식물이 잘 자란다.	0
공장에서 마구 쏟아내는 기름 찌꺼기 찌끄레기 때문에 땅을 망쳤단 말이야.	0
체 밑에 가라앉은 찌끄레기를 걷어냈다.	0
음식 찌끄레기를 퇴비해 쓰면 쓰레기를 줄일 수 있다.	0
간밤에 고양이가 쓰레기통에 있던 음식물 찌끄레기를 파헤쳐 놓았다.	0
좋은 것들은 남들이 다 골라가고 찌끄레기만 남았네요.	0
이전의 그 맑던 하천은 온갖 더러운 찌끄레기 구정물만 흘러가는 개천으로 변했다.	0
와이셔츠나 블라우스에 묻은 볼펜 찌끄레기는 물파스로 슥슥 문질러주면 없어진다.	0
까마귀들이 내려앉아 밥(찌끄레기를)/(찌꺼기를) 쪼아 먹고 있다.	0
육십 주름살 쭈굼살 쭈굼사리 쭈기럼살	0
쭈럼살 쭈굴살 쭈굴음살 쭈구룸살.	0
그는 젊어서 고생을 많이 했는지 얼굴에 쭈굼살이 가득했다.	0
쭈굼살이 생기는 것도 노화의 증세이다.	0
백열등에 비친 그의 얼굴은 더욱 쭈굼살이 깊어 보였다.	0
어느새 나이가 들어 머리칼이 희끗거리고 쭈굼살도 하나둘 생겼다.	0
긴 손마디에는 쭈굼살이 깊게 꿰여있다 패여있다.	0
할머니의 얼굴에는 고랑처럼 깊은 쭈굼살이 가득했다.	0
동안이었던 그도 사십이 넘자 얼굴에 쭈굼살이 생기기 시작했다.	0
세월이 남겨 놓은 깊은 쭈굼살과 투박한 손이 눈에 들어왔다.	0
그는 쭈굼살 깊은 아버지께 자신의 일로 근심을 더해드렸다며 슬퍼했다.	0
그의 얼굴은 쭈굼(주름) 쭈굼살 하나 없는 백옥과 같았다.	0
육십일 조금 쬐꼼 쬐꿈 쬐끔	0
쪼매이 쪼매 쪼끄매이.	0
남은 음식이 쬐꼼 밖에 없으니 아껴 먹어라.	0
소금은 쬐끔만 넣는 것이 건강에 좋다.	0
그는 급한 성격에 쬐꼼을 기다리지 못하고 가 버렸다.	0
소리를 쬐꼼 더 키워주지 않겠니?	0
쬐꼼 있으면 자리 하나쯤은 나지않을까?	0
그는 양보할 생각에 쬐꼼도 없는지 굳은 얼굴로 마주 앉아있었다.	0
쬐끔만 다듬으면 좋은 글이 되겠어.	0
쬐꼼 쉬라고 했더니 아예 잠을 자는구나.	0
떨어져 봤자 쬐꼼 다치기 밖에 더하겠어?	0
그 학생은 쬐끔만 더 열슴하면 연습하면 잘할 것 같아요.	0
육십이 조개 짜박 짜복 짜북.	0
오늘은 갯벌에 나가 짜박을 주워야 겠다.	0
바위에 짜박들이 따닥따닥 붙어 있다.	0
짜박을 해감하려면 소금물에 담가 놓아야 해.	0
갯벌에서 짜박 짜박을 캐려다 발이 빠져 옴짝달짝을 못 했다.	0
그녀의 목에는 짜박껍데기로 만든 예쁜 목걸이가 걸려 있었다.	0
짜박을 깨끗이 씻지 않았는지 자꾸 모래가 씹혔다.	0
대부분의 짜박은 껍질이 매끈거리기 마련인데 꼬막의 껍질은 많은 골이 패어 있다.	0
한 번 닫힌 입이 짜박처럼 쉽게 열리지 않는다.	0
우리 가족은 지난 주말에 갯벌에서 짜박을 캤다.	0
불판 위의 짜박들이 하나둘 입을 열기 시작했다.	0
육십삼 짜다 짜겁다 짜갭다 짜굽다 짜급다.	0
저녁을 너무 짜겁게 먹었는지 자꾸 물을 마시고 싶다.	0
국이 너무 짜거워서 아무도 먹지 않았다.	0
할아버지는 음식을 짜겁게 드신다.	0
짜겁고 매운 자극적인 음식들은 피해라.	0
저 사람은 부자라도 남을 돕는 일에는 항상 짜겁다.	0
그는 아주 짜거운 사람이라 친한 친구에게도 밥 한 끼 사는 일이 없었다.	0
교수님은 학점을 주는 데 짜겁디 짜거운 사람이다.	0
전화를 받는 사이 국물이 너무 졸아서 매우 짜겁다.	0
이 집은 음식을 너무 짜겁게 하는 것 같구나.	0
월급이 너무 짜거워 입에 풀칠하기도 힘들다.	0
육십사 정말 징말.	0
약속은 징말 지켜야 해.	0
그 약이 징말 그렇게 효과가 있는지는 알 수 없다.	0
이거야말로 징말 기가 막힌 일이 아닌가.	0
징말 더러워서 못해 먹겠군.	0
그 병원이 용하다는게 징말이야?	0
징말루 오래간만에 비가 내렸다.	0
십년 만에 다시 만나게 되어 징말 기쁘다.	0
요즘 먹고살기가 징말 힘들다.	0
너는 징말 고집스럽게도 말을 안듣는구나.	0
그가 다시살아난 것은 징말 기적적이다.	0
육십오 깃털 짓털 짓터래기 짓터라구.	0
오리들이 흩어지며 하얀 짓털들이 공중으로 퍼져올랐다.	0
짓털만 잔뜩세운 싸움닭 같은 그 꼴이 참으로 우스워 견딜 수가 없었다.	0
새들이 짓털에 묻은 아침 이슬을 털어 내며 날아올랐다.	0
갈매기들이 털고 간 짓털이 떨어져 내리듯 고요가 사뿐 내려앉았다.	0
공작새의 짓털은 아름다워서 장식에 많이 쓰였다.	0
옛날에는 거위의 짓털 끝을 뾰족하게 하여 글을 썼다고 한다.	0
풀숲에서 꿩의 짓털을 발견한 사냥꾼은 재빨리 주위를 둘러보았다.	0
새장 속에는 노란색 짓털의 새 두마리가 정답게 앉아있었다.	0
산새들의 짓털이 산 여기저기에 수북하다.	0
그녀는 짓털로 장식된 화려한 부채를 들고 살랑거렸다.	0
육십육 집채 집덩이 집데미.	0
집덩이만한 파도가 배를 집어 삼켰다.	0
한밤 중 바람이 많이 불더니 집덩이만한 파도가 출렁이더라.	0
저 산에는 집덩이만한 바위와 천연적으로 난 굴이 하나 있다더라.	0
집덩이도 날려 버릴 만큼 무시무시한 태풍이 북상하고 있다.	0
마당에 장작이 집덩이만큼 쌓여있다.	0
집덩이만한 파도에 배가 전복되어 인명 및 재산피해가 엄청 컸다.	0
내 빚이 졸지에 집덩이만큼 불어나버렸다.	0
물건은 모두 털리고 집덩이만 남았다.	0
집덩이만큼 나무를 모아놨으니 이번 겨울은 걱정하지 않아도 되겠지.	0
집덩이 같은 바위를 옮길 방법은 없는 것일까.	0
짐승 짐성.	0
그 땅은 사람도 짐성도 살 수 없는 황야였어.	0
사람은 궁지에 몰리면 짐성보다도 험해질 수 있지.	0
사람의 그림자는 커녕 짐성의 그림자 하나도 보이지 않았어.	0
나는 점점 미쳐가는 한 마리의 짐성 같았다.	0
마을에 사나운 짐성이 몰려들기 시작했다.	0
사람이 수치를 알지 못하면 짐성과 다를 바가 없지않나.	0
추위에 떠는 작은 짐성이 처량하기 그지없다.	0
짐성의 울음소리가 온 산에 메아리쳤다.	0
사냥꾼은 짐성들이 남긴 자취를 따라 조금씩 산손으로 들어갔다.	0
산 짐성을 함부로 죽일 수는 없다.	0
지팡이 지패이 지파이 지팽히 지피이.	0
할아버지께서 지패이로 땅을 내리짚으셨다.	0
얼마나 오래 쓴 것인지 지패이에는 손때가 자르르 흐르고 있었다.	0
어둠 속에서 땅을 더부브 더듬으며 지패이를 찾고있다.	0
우리 할아버지는 외출하실 때면 늘 지패이를 찾으신다.	0
지패이에 의지하여 겨우 산을 내려가고 있다.	0
그는 화가 났는지 지패이를 마구 휘둘렀다.	0
아이는 한 발 두 뒤로 물러나며 지패이를 꼬옥 감아 쥐었다.	0
그는 대낮 대나무를 다듬으며 지패이를 만들고 있었다.	0
할아버지는 지패이를 휘휘 내두르며 아이들을 쫒아낸다.	0
계단을 오른	0
계단을 오르시는 할아버지께서 한 계단씩 지패이를 내짚으셨다.	0
남편의 징거리가 심해서 잠을 자기가 어렵다.	0
밤이 되면 여기저기서 징거리 소리가 마치 전쟁터 같다.	0
징거리 환자에게 유용한 치과적 치료법이 도입되어 몇몇 치과 병원에서 시도되고 있다.	0
징거리 증상을 치료하다.	0
그는 징거리 수술을 받았다.	0
그는 술을 마시면 늘 징거리를 한다.	0
그는 피곤한 날이면 어김없이 징거리를 한다.	0
옆으로 누워서 자면 징거리를 좀 완화 시킬 수 있다.	0
징거리도 위험하지만 수면 무호흡이 있다면 병원 치료가 요구 된다.	0
징거리가 심한 사람중에 낮에도 피곤함을 호소하는 사람들이 있다.	0
범인의 윤곽을 걸충 파악한다.	0
저도 그 야그를 걸충은 들었습니다.	0
이번 사태는 걸충 넘어갈 일이 아니다.	0
뭔 일이 벌어질줄 걸충 짐작이 간다.	0
회의에서 나온 의견들은 걸충 이렇습니다.	0
그는 신문의 앞면을 걸충 훑어보았다.	0
그는 그녀의 이야기를 걸충 간추려 설명하기 시작했다.	0
그는 시간에 쫓(개)/(겨) 거울로 걸충 앞모양만 보고 집을 나섰다.	0
농부는 볏단이 얼마나 될지 그 양을 걸충 어림 짐작해 보았다.	0
이사를 가기 위해서 걸충 짐을 꾸려 놓고 용달 -한채- 한 대를 불렀다.	0
그 신사는 돈다발을 걸뱅이들에게 내뿌렸다.	0
그는 몇 해 만에 걸뱅이꼴로 마을에 나타났다.	0
허름한 옷차림 때문에 그를 걸뱅이로 오인했다.	0
그는 구걸하러 온 걸뱅이들을 심악스럽게 내쫓았다.	0
집이 망해서 돈 한 푼 없는 걸뱅이꼴이 되고 말았다.	0
걸뱅이들은 부랑자 단속 지시를 내린 것에 대해 항의하는 시위를 벌였다.	0
김 서방은 남은 재산을 다 때려 쓰고 걸뱅이꼴이 되었다.	0
걸뱅이는 애간장을 녹이는 애처로운 소리로 애걸하며 행인에게 매달렸다.	0
하루아침에 벼락부자가 된 걸뱅이는 마을 사람들 보란 듯이 떵떵거리며 살았다.	0
그는 재산을 노름으로 모두 탕진해 버려서 지금은 걸뱅이나 다름없는 벌거숭이이다.	0
낡은 수건을 걸레미로 썼다.	0
걸레미로 바닥을 썩썩 문지르다.	0
걸레미가 바싹 말라 비틀어져 있다.	0
천 조각을 잇대어 걸레미를 만들었다.	0
마룻바닥에 묻은 얼룩을 걸레미로 지웠다.	0
그는 엎질러진 우유를 걸레미로 깨끗이 닦았다.	0
청소하기가 싫은지 걸레미를 만작이며 앉아 있다.	0
구두는 구두약을 바른 다음 마른(걸레미)/(걸레)로 문질러야 윤이 난다.	0
&name1&이는 걸레미를 빤 구정물을 하수구에 버렸다.	0
걸레미를 쥐어짜는 그녀의 손놀림이 억세 보인다.	0
말린 건추를 볶아 대보름에 먹는다.	0
얼마 전까지만 하더라도 건추를 말려 놓은 집이 많았다.	0
건추두름이 처마에 걸려 있다.	0
예전에는 건추죽으로 끼니를 잇는 집이 많았다.	0
그는 말하는 것도 촌스럽지만 얼굴도 건추뭉치였다.	0
겨울이면 늘 우리의 밥상에 오르던 음식이 건추찌개였다.	0
매달린 옥수수며 건추가 한껏 시골집 분위기를 느끼게 한다.	0
할머니는 배추의 작은 잎은 버리고 장치만 가려 넣어 -말려- 말려서는 건추를 만드셨다.	0
할머니께서는 건추를 말려 놓았다가 채소가 귀한 겨울철에 쓰시곤 하셨다.	0
미꾸라지와 건추를 넣고 추탕을 끓이다.	0
눈썹이 거멍으로 그린 듯 짙고 뚜렷하다.	0
빨간 거멍덩이가 담겨 있는 화로가 정겨웠다.	0
물빛은 더욱 검어져 거멍가루를 뿌려 놓은 듯했다.	0
장독대 위에는 거멍과 붉은 고추를 띄운 커다란 간장독이 놓여 있다.	0
거멍 더미는 이내 지나는 바람에 벌겋게 달아올라 커다한 불덩어리가 되었다.	0
거멍 장사는 아무래도 한겨울을 대목으로 해서 늦가을부터 초봄까지 미처 반년 장사가 못 되었다.	0
그는 산속에서 거멍을 굽는 일로 일생을 보냈지만 행복했다.	0
우리는 겨울밤이면 화로에 거멍을 담아서 고구마를 구워 먹곤 했다.	0
화로에 거멍을 피우다.	0
정수리 가운데에 가림배를 타다.	0
하얀 가림배가 분줄을 띤 듯이 드러났다.	0
그녀는 딸에게 가림배를 태우고 곱게 빗질을 해 주었다.	0
방으로 들어와 머리를 &name2&네는 정갈하게 앞(가림배)/(가르마)를 타서 뒤로 묶었다.	0
오른쪽으로 가림배를 타는 것이 더 낫네요.	0
그 여인의 반듯한 이마와 곧게 탄 가림배에서 그윽한 아름다움이 느껴진다.	0
아버지는 거울 앞에서 빗으로 머리의 가림배를 타고 계셨다.	0
한복을 입을 때에는 앞(가림배)/(가르마)를 해서 머리를 정돈하는 것이 보기에 좋다.	0
기름을 반지르르하게 바른 머리칼을 가림배 없이 곱게 빗어 넘긴 풍골 좋은 신사가 가게 안으로 들어왔다.	0
요즘은 가림배 파마가 유행이다.	0
